Id,LotFrontage,LotArea,YearBuilt,BedroomAbvGr,KitchenAbvGr,YrSold,SalePrice
604,64,7314,2007,2,1,2009,194500
605,85,11475,1958,4,2,2009,110000
606,52,6240,1925,2,1,2009,103000
607,39,5389,1995,2,1,2010,236500
608,73,9590,2003,3,1,2007,187500
609,75,11404,1998,3,1,2008,222500
610,80,10000,1961,3,1,2009,131400
611,60,10800,1914,2,1,2006,163000
612,60,8544,1950,2,2,2006,93500
613,72,10463,2005,3,1,2006,239900
614,60,10800,1987,3,1,2009,179000
615,65,9313,2004,3,1,2009,190000
616,60,9600,1910,2,1,2007,132000
617,65,6768,1961,3,1,2008,142000
618,65,8450,2000,3,1,2007,179000
619,70,12886,1963,3,1,2009,175000
620,41,5395,1993,2,1,2008,180000
621,65,11700,1880,4,1,2009,265979
622,59,10593,1996,3,1,2010,260400
623,50,8405,1945,4,1,2009,98000
624,55,8800,1910,3,1,2010,96500
625,79,9236,1997,3,1,2006,217000
626,80,10240,2005,3,1,2006,275500
627,61,7930,1969,3,1,2009,156000
628,34,3230,1999,3,1,2009,172500
629,68,10769,2007,3,1,2009,212000
630,24,2280,1999,3,1,2008,179400
631,65,12257,1995,4,1,2007,290000
632,70,9100,1959,2,1,2009,127500
633,60,6911,1924,2,1,2009,100000
634,72,8640,2009,3,1,2010,215200
635,82,9430,1999,3,1,2009,337000
636,30,9549,1995,2,1,2006,270000
637,75,14587,2008,2,1,2008,264132
638,80,10421,1988,3,1,2010,196500
639,75,12508,1940,4,1,2008,160000
640,70,9100,2004,3,1,2006,216837
641,47,53504,2003,4,1,2010,538000
642,67,8877,1951,2,1,2006,102000
643,94,7819,1976,3,1,2010,107000
644,70,10150,1958,2,1,2007,114500
645,110,14226,2006,3,1,2007,395000
646,32,4500,1998,2,1,2009,162000
647,86,11210,2005,3,1,2006,221500
648,100,13350,1974,3,1,2006,142500
649,60,8400,1977,4,2,2007,144000
650,78,10530,1977,2,1,2006,135000
651,63,7875,1995,3,1,2007,176000
652,65,7153,1992,3,1,2006,175900
653,67,16285,2001,3,1,2009,187100
654,35,6300,1914,3,1,2008,128000
655,60,10800,1915,4,1,2010,139000
656,76,10142,2004,4,1,2010,233000
657,50,6000,1954,2,1,2008,107900
658,43,3182,2005,2,1,2009,160200
659,92,9920,1996,3,1,2007,269790
660,76,9158,2007,3,1,2007,225000
661,70,8400,1980,3,1,2010,171000
662,71,8197,1977,3,1,2007,143500
663,57,7677,1953,2,1,2008,110000
664,104,13518,2008,4,1,2009,485000
665,60,7200,1937,3,1,2007,175000
666,79,12798,1997,4,1,2008,200000
667,40,4800,1916,2,1,2007,109900
668,63,8199,2005,3,1,2008,189000
669,107,13891,2008,4,1,2009,582933
670,75,9000,1954,2,1,2006,118000
671,91,12274,2008,3,1,2008,227680
672,75,9750,1967,3,1,2006,135500
673,144,21384,1923,3,1,2009,223500
674,85,13400,1966,3,1,2006,159950
675,90,8100,1898,2,3,2009,106000
676,78,10140,1974,3,1,2006,181000
677,66,8712,1952,2,1,2010,55993
678,75,9750,1958,4,1,2007,157900
679,45,8248,1918,3,1,2006,116000
680,48,12137,1998,3,1,2010,224900
681,80,8816,1971,3,1,2010,155000
682,44,6371,2009,2,1,2010,224000
683,72,7226,2003,3,1,2008,183000
684,60,6000,1953,2,1,2009,93000
685,60,9900,1940,3,1,2009,139500
686,81,11216,2006,3,1,2006,232600
687,114,14803,2007,2,1,2008,385000
688,50,6130,1924,2,1,2008,109500
689,65,8529,2001,3,1,2009,189000
690,24,2544,2005,2,1,2006,147400
691,80,11900,1957,3,1,2008,166000
692,30,3180,2005,2,1,2006,151000
693,44,9548,2003,3,1,2010,237000
694,100,10004,1964,3,1,2009,167000
695,75,7875,1961,3,1,2008,139950
696,60,9600,1950,2,1,2010,128000
697,90,8100,1948,2,1,2007,153500
698,21,1680,1973,2,1,2008,100000
699,75,9525,1995,3,1,2008,144000
700,70,11767,1946,3,1,2008,130500
701,60,10440,1904,3,1,2008,157500
702,82,9020,1966,3,1,2008,174900
703,80,8000,1961,6,2,2007,141000
704,100,12665,1915,4,1,2008,153900
705,75,9317,1993,3,1,2009,213000
706,36,15523,1972,3,1,2009,133500
707,75,45600,1908,5,1,2008,240000
708,80,9600,1976,3,1,2007,187000
709,36,4435,2003,1,1,2007,131500
710,53,7128,1941,4,1,2007,164000
711,102,17920,1955,3,1,2006,170000
712,65,8125,1994,3,1,2009,174000
713,80,10400,1976,3,1,2009,152000
714,55,7642,1918,3,1,2007,189950
715,75,11625,1965,3,1,2010,131500
716,81,9672,1984,3,1,2010,152000
717,70,7931,1959,3,1,2009,132500
718,72,8640,2007,3,1,2008,250580
719,67,10656,2006,3,1,2007,248900
720,85,6970,1961,3,1,2007,129000
721,80,9938,1993,3,1,2010,236000
722,60,6600,1962,2,1,2009,109500
723,70,8750,1998,3,1,2010,200500
724,74,8892,1953,3,1,2008,116000
725,60,12144,1949,3,1,2009,133000
726,52,5720,1941,3,1,2009,66500
727,75,9000,2007,4,1,2007,303477
728,94,25286,1963,3,1,2007,132250
729,74,8834,2004,4,1,2009,350000
730,88,11782,1961,3,1,2010,148000
731,60,7024,2005,2,1,2007,157000
732,44,13758,1990,3,1,2007,187500
733,60,6204,1912,5,1,2006,118500
734,65,7150,1967,3,1,2009,100000
735,50,5119,1999,2,1,2008,328900
736,70,8393,1959,4,2,2006,145000
737,59,16466,1955,3,1,2008,135500
738,95,15865,1970,4,1,2007,268000
739,128,12160,1953,2,1,2009,149500
740,60,8064,1949,3,1,2007,122900
741,70,11184,1978,3,1,2009,172500
742,70,8414,1963,3,1,2006,154500
743,64,7018,1979,4,2,2009,118858
744,71,7056,1963,4,1,2008,140000
745,50,8765,1936,2,1,2006,106500
746,64,7018,1979,6,2,2009,142953
747,100,12919,2009,2,1,2010,611657
748,65,6993,1961,3,1,2006,135000
749,64,8712,1957,2,1,2009,153000
750,63,7875,2003,3,1,2006,180000
751,50,14859,2006,3,1,2006,240000
752,80,9920,1954,3,1,2010,128000
753,116,13501,2006,3,1,2007,255000
754,86,11500,1936,3,1,2006,250000
755,149,12589,2005,3,1,2009,174000
756,80,11600,1960,5,2,2010,154300
757,51,6120,1925,3,1,2006,88000
758,82,6270,1949,4,2,2007,145000
759,30,3000,2009,2,1,2009,173733
760,21,2001,1970,3,1,2007,75000
761,50,9000,1949,1,1,2006,35311
762,103,13125,1991,4,1,2007,238000
763,87,11029,1958,3,1,2008,176500
764,70,8462,1994,3,1,2007,201000
765,67,8777,1900,4,2,2008,145900
766,65,10237,2005,3,1,2006,169990
767,50,8012,1993,2,1,2008,193000
768,79,10240,1980,3,1,2006,207500
769,93,11999,2003,4,1,2007,285000
770,73,8925,2007,3,1,2009,201000
771,70,9100,1965,2,1,2009,117500
772,84,11670,2006,3,1,2007,320000
773,63,8487,2004,3,1,2009,190000
774,313,27650,1960,4,1,2008,242000
775,52,5825,1926,1,1,2006,79900
776,67,10083,2003,2,1,2009,184900
777,75,9675,2005,3,1,2009,253000
778,73,8760,2006,3,1,2006,239799
779,55,12640,1976,4,2,2006,150900
780,42,7711,1977,4,2,2007,150000
781,100,25000,1967,4,2,2007,143000
782,98,8820,1890,2,1,2009,124900
783,70,8163,1959,3,1,2006,143000
784,85,14536,2002,3,1,2007,270000
785,65,14006,2002,3,1,2006,192500
786,78,9360,1972,3,1,2010,197500
787,60,7200,1950,3,1,2007,129000
788,60,7800,1965,3,1,2006,119900
789,60,7200,1972,2,1,2009,133900
790,35,9400,1975,4,0,2006,127500
791,82,7136,1946,4,2,2007,145000
792,24,1300,1980,2,1,2009,124000
793,70,7420,1962,3,1,2007,132000
794,65,8450,2003,3,1,2007,185000
795,24,2572,1999,3,1,2010,155000
796,50,7207,1958,2,1,2010,116500
797,24,2308,1976,3,1,2007,155000
798,122,11923,2007,2,1,2009,239000
799,80,11316,2002,4,1,2010,214900
800,65,10237,2005,3,1,2007,178900
801,130,9600,1940,2,1,2009,160000
802,50,5925,1910,2,1,2009,37900
803,75,10382,1958,2,1,2006,140000
804,60,10800,1949,4,1,2006,135000
805,36,2268,2003,2,1,2009,173000
806,55,7892,1979,2,1,2010,99500
807,95,11639,2007,3,1,2008,182000
808,60,11414,1910,3,1,2009,167500
809,51,5900,1923,2,1,2006,85500
810,35,4274,2006,1,1,2007,199900
811,68,9450,1954,3,1,2007,110000
812,80,8816,1963,3,1,2009,139000
813,98,12203,1998,4,1,2009,336000
814,43,3182,2007,2,1,2008,159895
815,75,10125,1977,4,2,2009,126000
816,68,10880,1950,3,1,2008,125000
817,59,5310,1910,2,1,2006,117000
818,83,10159,2009,3,1,2010,395192
819,65,8125,2006,3,1,2006,197000
820,82,9452,1997,3,1,2006,348000
821,121,17671,1882,4,1,2009,168000
822,80,9760,1964,3,1,2007,187000
823,68,8846,2005,3,1,2006,173900
824,96,12456,2006,3,1,2009,337500
825,51,4712,1946,3,1,2006,121600
826,60,9786,1922,3,1,2006,91000
827,64,6762,2006,2,1,2010,206000
828,74,10206,1952,2,1,2009,82000
829,60,5400,1920,2,1,2007,86000
830,75,11957,2006,3,1,2008,232000
831,43,3182,2005,1,1,2009,181000
832,65,8385,1977,3,1,2008,149900
833,21,2217,1970,3,1,2009,88000
834,43,12118,2004,3,1,2009,240000
835,60,6000,1926,4,1,2006,102000
836,115,21286,1948,4,1,2008,135000
837,75,9825,1965,4,2,2010,100000
838,55,10592,1923,3,1,2007,165000
839,60,7200,1910,2,1,2009,85000
840,60,11664,1948,2,1,2007,119200
841,70,8400,2001,3,1,2009,227000
842,73,11883,1996,3,1,2009,203000
843,43,3013,2005,2,1,2006,213490
844,60,7024,2005,2,1,2008,176000
845,64,7406,2006,2,1,2006,194000
846,52,9439,1930,2,1,2007,87000
847,43,3182,2005,2,1,2008,191000
848,70,7700,1972,3,1,2007,112500
849,73,9300,1960,3,1,2010,167500
850,71,9520,2007,3,1,2008,293077
851,79,9492,1941,3,1,2007,105000
852,21,1680,1972,3,1,2006,118000
853,102,15863,1920,5,1,2009,197000
854,50,6305,1938,2,1,2007,119750
855,89,12898,2007,2,1,2009,315500
856,21,1533,1970,3,1,2009,97000
857,21,1477,1970,1,1,2009,80000
858,88,13125,1957,3,1,2006,155000
859,34,5381,2005,1,1,2009,196000
860,86,11839,1990,4,1,2008,262280
861,80,9600,1981,4,1,2009,278000
862,85,16056,2005,4,1,2006,556581
863,57,9245,1994,3,1,2008,145000
864,100,21750,1960,3,1,2009,115000
865,60,11100,1946,2,1,2010,84900
866,73,8993,2007,3,1,2007,176485
867,103,11175,2007,3,1,2007,200141
868,100,9500,1964,4,1,2007,165000
869,68,8562,1957,4,1,2010,144500
870,90,11367,2002,3,1,2006,255000
871,104,11361,1976,3,1,2008,180000
872,43,7052,2005,2,1,2006,185850
873,96,11308,2008,3,1,2009,335000
874,41,4920,2001,2,1,2010,213500
875,120,18000,1935,2,1,2008,81000
876,85,13600,1900,5,2,2007,90000
877,50,6000,1925,2,1,2006,110500
878,80,14000,1996,3,1,2010,328000
879,59,7837,1993,3,1,2009,178000
880,80,9760,1964,4,1,2008,167900
881,42,3964,1973,5,1,2006,151400
882,60,9600,1949,2,1,2007,135000
883,72,10152,1956,3,1,2007,135000
884,78,11700,1968,4,1,2009,154000
885,50,7585,1948,4,1,2006,91500
886,75,7950,1977,3,1,2009,159500
887,74,8556,2006,2,1,2007,194000
888,75,13125,1940,3,1,2007,219500
889,60,10800,1936,3,1,2006,170000
890,37,4435,2004,1,1,2006,155900
891,65,8775,1994,3,1,2007,126000
892,80,11040,1971,3,1,2008,145000
893,75,7500,1963,3,1,2010,133000
894,70,8749,2002,3,1,2007,192000
895,80,8800,1964,3,1,2006,160000
896,73,9069,1992,2,1,2010,147000
897,85,10574,2005,3,1,2009,252000
898,24,2522,2004,3,1,2006,137500
899,37,3316,2005,1,1,2006,197000
900,60,8544,1950,2,2,2009,92900
901,24,2160,1999,2,1,2008,160000
902,60,8400,1925,4,1,2008,136500
903,71,9230,1965,1,1,2006,146000
904,74,5868,1956,2,1,2010,129000
905,78,9317,2006,3,1,2007,176432
906,60,6882,1914,3,1,2007,127000
907,50,6000,1936,3,1,2009,128000
908,82,11880,1978,3,1,2009,157000
909,60,8400,1920,1,1,2009,60000
910,61,9758,1971,3,1,2007,119500
911,70,7000,1960,2,1,2007,135000
912,79,8910,1959,3,1,2006,159500
913,24,2016,1970,3,1,2007,106000
914,98,12256,1994,3,1,2010,325000
915,114,10357,1990,3,1,2007,179900
916,168,23257,2006,3,1,2006,274725
917,107,11362,2004,3,1,2009,280000
918,80,10480,1976,4,1,2008,205000
919,73,7100,1957,2,1,2006,129900
920,66,8923,1953,2,1,2007,134500
921,90,5400,1954,2,1,2006,117000
922,93,12085,2007,3,1,2007,318000
923,57,9764,1967,3,1,2008,130000
924,85,13825,1958,3,1,2008,140000
925,70,7560,1959,3,1,2006,133700
926,59,8263,1920,2,1,2007,118400
927,84,10084,2005,3,1,2006,212900
928,50,9405,1947,2,1,2009,118000
929,60,10434,1955,2,1,2009,115000
930,53,3684,2007,2,1,2009,174000
931,182,14572,2004,3,1,2007,259000
932,59,11796,2004,4,1,2007,215000
933,60,7200,1980,2,1,2007,140000
934,65,7804,1928,4,1,2009,135000
935,63,10712,1991,3,1,2007,93500
936,90,9900,1880,5,1,2007,117500
937,80,9828,1995,3,1,2009,239500
938,57,8773,1997,3,1,2007,169000
939,60,6180,1926,2,1,2007,102000
940,80,9600,1950,3,1,2008,119000
941,54,6342,1875,2,1,2010,94000
942,98,8731,1920,3,1,2007,144000
943,60,7350,1951,2,1,2008,139000
944,77,9965,2006,4,1,2007,424870
945,60,12180,1941,2,1,2010,80000
946,52,6240,1928,3,1,2006,149000
947,75,12000,1941,3,1,2009,174500
948,50,9000,1920,3,1,2009,143000
949,57,8280,1950,2,1,2007,124000
950,134,17755,1959,3,1,2006,149900
951,90,14115,1956,2,1,2006,230000
952,90,10768,1976,3,1,2007,218000
953,85,9350,1965,3,1,2008,179900
954,34,5001,2007,2,1,2009,230000
955,92,11932,2007,3,1,2008,235128
956,76,9120,1974,4,1,2008,185000
957,24,2280,1978,3,1,2010,146000
958,109,8724,1968,3,1,2007,129000
959,60,12900,1969,0,2,2008,108959
960,79,9541,2009,3,1,2009,233170
961,64,10475,2008,3,1,2010,245350
962,58,10852,2000,3,1,2006,173000
963,120,13728,1935,4,1,2008,235000
964,118,35760,1995,4,1,2006,625000
965,76,9880,1977,3,1,2008,171000
966,76,9120,1958,3,1,2008,163000
967,35,4017,2006,2,1,2008,171900
968,138,18030,1946,3,1,2007,200500
969,80,16560,1932,4,1,2006,239000
970,85,10678,1992,4,1,2007,285000
971,37,6951,1984,3,1,2008,119500
972,54,7681,1921,3,1,2009,154900
973,77,8335,1954,3,1,2006,93000
974,64,5587,2008,2,1,2008,392500
975,160,15623,1996,4,1,2007,745000
976,60,10800,1920,2,1,2006,120000
977,50,35133,1963,3,1,2007,186700
978,60,9738,1924,4,1,2006,104900
979,107,10615,1900,3,2,2009,95000
980,89,12461,1994,2,1,2006,262000
981,68,8935,2002,3,1,2009,195000
982,60,7500,1999,3,1,2010,189000
983,24,2645,1999,2,1,2007,174000
984,60,9600,1925,3,1,2007,125000
985,80,9364,1969,4,1,2010,158000
986,51,8029,2005,3,1,2008,176000
987,58,14054,2006,4,1,2006,219210
988,65,8850,1916,3,1,2006,144000
989,70,9100,2001,3,1,2009,178000
990,75,11235,1963,3,1,2006,148000
991,71,9353,1970,3,1,2006,116050
992,80,10400,1998,3,1,2009,197900
993,50,6000,1925,3,1,2009,117000
994,75,9750,2000,3,1,2009,213000
995,78,10140,1975,3,1,2006,153500
996,90,14684,1990,3,1,2009,271900
997,70,9135,2003,3,1,2006,200000
998,70,7763,1962,3,1,2008,140000
999,85,10182,2006,3,1,2006,290000
1000,70,11218,1992,3,1,2010,189000
1001,152,12134,1988,4,1,2010,164000
1002,50,9340,1941,2,1,2009,113000
1003,69,10205,1962,3,1,2006,134500
1004,99,7094,1966,3,1,2007,125000
1005,68,8930,1978,4,2,2010,112000
1006,72,8640,2009,3,1,2009,229456
1007,52,6240,1947,2,1,2006,80500
1008,21,1680,1971,3,1,2006,91500
1009,66,7800,1964,2,1,2006,115000
1010,55,8250,1968,3,1,2008,134000
1011,78,10496,1949,3,1,2007,143000
1012,89,10680,1951,4,1,2006,137900
1013,60,15384,2004,3,1,2008,184000
1014,65,10482,1958,3,1,2007,145000
1015,86,14598,2007,4,1,2008,214000
1016,72,8872,1965,2,1,2008,147000
1017,65,8769,2008,1,1,2008,367294
1018,70,7910,1960,4,1,2008,127000
1019,70,7728,1962,3,1,2006,132500
1020,70,9842,1962,2,2,2007,101800
1021,55,8525,1911,4,1,2008,130000
1022,96,13132,1914,4,1,2006,138887
1023,36,2628,2003,2,1,2010,175500
1024,41,12393,2004,4,1,2006,195000
1025,63,13072,2005,3,1,2006,142500
1026,64,9037,2006,2,1,2007,265900
1027,65,8158,2003,3,1,2008,224900
1028,83,9849,2007,3,1,2007,248328
1029,85,10625,1974,3,1,2010,170000
1030,107,13891,2006,2,1,2006,465000
1031,78,12090,1984,3,1,2007,178000
1032,65,8125,2005,3,1,2006,186500
1033,60,9600,1917,3,1,2008,129500
1034,60,7200,1950,3,1,2007,119000
1035,93,11160,1968,3,1,2010,244000
1036,62,9858,1968,3,1,2009,130000
1037,60,6931,2003,3,1,2008,165400
1038,52,6240,1931,3,1,2007,127500
1039,91,14303,1994,2,1,2008,301500
1040,56,4060,1922,2,1,2009,99900
1041,59,9587,2005,2,1,2008,190000
1042,65,9750,1969,3,1,2008,151000
1043,80,9600,1956,2,1,2009,128900
1044,60,13515,1919,3,1,2007,180500
1045,34,4060,1998,2,1,2008,181000
1046,35,3735,1999,3,1,2006,183900
1047,60,10120,1910,4,2,2007,122000
1048,89,13214,2008,3,1,2010,378500
1049,78,11344,1958,3,1,2007,144000
1050,124,11512,1959,2,1,2008,177000
1051,53,5362,1910,3,1,2007,139000
1052,95,11345,1948,4,2,2007,137000
1053,75,9473,2002,3,1,2008,237000
1054,60,7500,1920,2,1,2010,68400
1055,67,9808,2002,3,1,2009,227000
1056,50,8049,1990,2,1,2006,180000
1057,61,8800,1977,3,1,2009,150500
1058,94,9400,1971,4,2,2010,139000
1059,50,9638,1919,4,1,2010,169000
1060,50,6000,1939,4,1,2009,132500
1061,40,5664,2000,2,1,2009,278000
1062,86,11065,2006,3,1,2006,281000
1063,21,1680,1972,3,1,2009,119500
1064,60,6600,1892,4,2,2009,107500
1065,78,10140,1976,4,1,2006,162900
1066,60,8172,1955,2,1,2006,115000
1067,70,8400,1968,3,1,2006,138500
1068,80,8700,1963,3,1,2008,155000
1069,35,3675,2005,2,1,2006,140000
1070,313,63887,2008,3,1,2008,160000
1071,75,7500,1959,3,1,2010,154000
1072,92,10120,1994,4,1,2006,290000
1073,73,8688,2005,3,1,2006,232000
1074,32,3363,2004,3,1,2006,130000
1075,108,13173,2006,2,1,2009,325000
1076,48,6955,2005,2,1,2006,202500
1077,60,8072,1994,3,1,2009,138000
1078,100,12000,1948,2,1,2008,147000
1079,100,17500,1959,3,1,2010,335000
1080,68,8814,2005,3,1,2007,203000
1081,108,14774,1999,4,1,2010,333168
1082,60,8190,1954,3,1,2007,119000
1083,85,11075,1969,4,1,2008,206900
1084,61,10226,2008,3,1,2009,295493
1085,47,4230,2006,2,1,2007,208900
1086,75,10215,1954,3,1,2007,111000
1087,70,8400,1957,3,1,2009,156500
1088,107,10186,1992,3,1,2010,190000
1089,50,5330,1940,2,1,2009,82500
1090,75,9986,2006,2,1,2007,147000
1091,40,3636,1922,2,1,2008,55000
1092,70,4270,1931,3,1,2007,79000
1093,60,6600,1982,3,1,2008,130500
1094,60,10440,1920,5,1,2008,256000
1095,63,9084,1998,3,1,2006,176500
1096,85,10000,2006,3,1,2007,227000
1097,55,10780,1976,3,1,2006,132500
1098,67,8877,1938,2,1,2009,100000
1099,60,7200,1938,2,1,2006,125500
1100,24,2368,1970,3,1,2009,125000
1101,80,9650,1977,2,1,2009,167900
1102,87,9246,1973,4,2,2008,135000
1103,153,4118,1941,2,1,2006,52500
1104,95,13450,2002,3,1,2006,200000
1105,120,9560,1972,3,1,2006,128500
1106,70,8294,1971,3,1,2007,123000
1107,66,13695,2003,3,1,2008,155000
1108,57,7558,1928,3,1,2009,177000
1109,85,11103,2006,3,1,2007,155835
1110,50,6000,1920,2,1,2007,108500
1111,93,15306,2006,3,1,2007,283463
1112,50,5250,1872,4,1,2008,122000
1113,91,11643,1969,6,2,2009,200000
1114,70,9247,1962,4,1,2008,171000
1115,50,6000,1937,2,1,2009,134900
1116,56,14720,1995,4,1,2010,410000
1117,102,10192,1968,4,1,2006,170000
1118,129,16737,2004,3,1,2006,315000
1119,51,9842,1921,4,1,2008,189000
1120,124,16158,2005,3,1,2009,260000
1121,73,8499,2006,3,1,2007,156932
1122,30,3180,2005,2,1,2006,144152
1123,68,9179,1999,3,1,2008,193000
1124,41,2665,1977,4,1,2006,127000
1125,48,10635,2003,3,1,2010,232000
1126,90,5400,1920,2,1,2009,105000
1127,80,9600,1955,3,1,2008,165500
1128,75,9750,1998,3,1,2006,274300
1129,85,10625,2005,3,1,2008,250000
1130,89,10991,2007,3,1,2007,239000
1131,52,6292,1930,2,1,2008,91000
1132,60,10998,1941,3,1,2009,117000
1133,21,1953,1973,2,1,2006,83000
1134,73,9735,2006,3,1,2008,167500
1135,45,8212,1914,2,1,2010,58500
1136,60,7200,1920,4,1,2006,157000
1137,60,9060,1939,2,1,2009,105000
1138,40,5436,1922,3,1,2010,125500
1139,80,16692,1978,5,1,2006,250000
1140,60,8520,1916,5,1,2007,136000
1141,42,14892,2006,3,1,2009,377500
1142,60,6000,1941,3,1,2007,131000
1143,70,9100,2000,3,1,2006,235000
1144,65,8944,1967,4,2,2009,124000
1145,68,7838,1967,3,1,2006,123000
1146,60,10800,1905,3,2,2008,163000
1147,53,4045,2006,2,1,2006,246578
1148,88,12665,2005,4,1,2007,281213
1149,51,6120,1920,4,1,2007,137500
1150,60,7200,1950,3,1,2009,138000
1151,51,6171,1925,3,1,2009,137450
1152,50,6000,1929,3,1,2008,120000
1153,62,7415,2004,3,1,2008,193000
1154,64,6762,2006,2,1,2006,193879
1155,49,15256,2007,3,1,2007,282922
1156,60,10410,1915,3,1,2006,105000
1157,44,3842,2004,2,1,2008,275000
1158,70,8445,1972,2,1,2009,133000
1159,60,7740,1910,3,1,2010,125500
1160,46,20544,1986,3,1,2008,215000
1161,79,12420,2001,3,1,2009,230000
1162,80,9600,1950,3,1,2009,140000
1163,60,7200,1949,2,2,2009,90000
1164,88,10994,2005,2,1,2009,257000
1165,64,13053,1923,4,1,2008,207000
1166,51,3635,2007,1,1,2009,175900
1167,60,11340,1885,4,2,2010,122500
1168,71,9204,1963,3,1,2008,124000
1169,90,11700,1968,3,1,2006,179900
1170,53,4043,1977,2,1,2010,127500
1171,37,4435,2003,1,1,2008,136500
1172,80,10721,1959,3,1,2008,142000
1173,81,10944,1994,3,1,2008,271000
1174,60,10930,1945,3,1,2008,140000
1175,60,7200,1940,2,1,2010,119000
1176,60,21930,2005,4,1,2006,192140
1177,60,10800,1927,4,1,2007,64500
1178,93,10261,2000,3,1,2008,186500
1179,80,17400,1977,3,1,2006,160000
1180,80,8400,1962,3,1,2008,174000
1181,60,9000,1971,3,1,2007,120500
1182,96,12444,2008,2,1,2008,394617
1183,90,7407,1957,2,1,2010,149700
1184,80,11584,1979,3,1,2007,197000
1185,79,11526,1922,3,1,2008,191000
1186,85,11003,2008,3,1,2009,310000
1187,63,8500,2004,3,1,2007,179600
1188,70,8400,1966,3,1,2007,129000
1189,80,10000,1995,3,1,2007,240000
1190,70,11767,1910,2,1,2007,112000
1191,21,1533,1970,1,1,2006,92000
1192,60,9000,1974,4,2,2009,136000
1193,78,9262,2008,3,1,2009,287090
1194,35,3675,2005,2,1,2006,145000
1195,90,17217,2006,3,1,2006,84500
1196,62,7500,2004,2,1,2009,185000
1197,62,7917,1999,3,1,2007,175000
1198,85,13175,1978,3,1,2010,210000
1199,66,9042,1941,4,1,2010,266500
1200,68,9717,1950,2,1,2010,142125
